
Iteration; Rate; AvgRate
1001;60.00;59,77929;
1002;60.00;59,77951;
1003;60.00;59,77973;
1004;60.00;59,77995;
1005;60.00;59,78017;
1006;60.00;59,78039;
1007;60.00;59,78061;
1008;60.00;59,78082;
1009;60.00;59,78104;
1010;60.00;59,78126;
1011;60.00;59,78148;
1012;60.00;59,78169;
1013;60.00;59,78191;
1014;60.00;59,78212;
1015;60.00;59,78234;
1016;60.00;59,78255;
1017;60.00;59,78276;
1018;60.00;59,78298;
1019;60.00;59,78319;
1020;60.00;59,78341;
1021;60.00;59,78362;
1022;60.00;59,78383;
1023;60.00;59,78404;
1024;60.00;59,78425;
1025;60.00;59,78446;
1026;60.00;59,78467;
1027;60.00;59,78488;
1028;60.00;59,78509;
1029;60.00;59,7853;
1030;60.00;59,78551;
1031;60.00;59,78572;
1032;60.00;59,78593;
1033;60.00;59,78613;
1034;60.00;59,78634;
1035;60.00;59,78654;
1036;60.00;59,78675;
1037;60.00;59,78696;
1038;60.00;59,78716;
1039;60.00;59,78737;
1040;60.00;59,78757;
1041;60.00;59,78778;
1042;60.00;59,78798;
1043;60.00;59,78819;
1044;60.00;59,78839;
1045;60.00;59,78859;
1046;60.00;59,78879;
1047;60.00;59,78899;
1048;60.00;59,7892;
1049;60.00;59,7894;
1050;60.00;59,7896;
1051;60.00;59,7898;
1052;60.00;59,79;
1053;60.00;59,7902;
1054;60.00;59,79039;
1055;60.00;59,79059;
1056;60.00;59,79079;
1057;60.00;59,79099;
1058;60.00;59,79119;
1059;60.00;59,79139;
1060;60.00;59,79158;
1061;60.00;59,79178;
1062;60.00;59,79198;
1063;60.00;59,79217;
1064;60.00;59,79237;
1065;60.00;59,79256;
1066;60.00;59,79276;
1067;60.00;59,79295;
1068;60.00;59,79314;
1069;60.00;59,79334;
1070;60.00;59,79353;
1071;60.00;59,79373;
1072;60.00;59,79392;
1073;60.00;59,79411;
1074;60.00;59,7943;
1075;60.00;59,79449;
1076;60.00;59,79468;
1077;60.00;59,79487;
1078;60.00;59,79506;
1079;60.00;59,79525;
1080;60.00;59,79544;
1081;60.00;59,79564;
1082;60.00;59,79583;
1083;60.00;59,79601;
1084;60.00;59,7962;
1085;60.00;59,79639;
1086;60.00;59,79657;
1087;60.00;59,79676;
1088;60.00;59,79695;
1089;60.00;59,79713;
1090;60.00;59,79732;
1091;60.00;59,79751;
1092;60.00;59,7977;
1093;60.00;59,79788;
1094;60.00;59,79807;
1095;60.00;59,79825;
1096;60.00;59,79843;
1097;60.00;59,79861;
1098;60.00;59,7988;
1099;60.00;59,79898;
1100;60.00;59,79916;
1101;60.00;59,79935;
1102;60.00;59,79953;
1103;60.00;59,79971;
1104;60.00;59,7999;
1105;60.00;59,80008;
1106;60.00;59,80025;
1107;60.00;59,80043;
1108;60.00;59,80061;
1109;60.00;59,80079;
1110;60.00;59,80097;
1111;60.00;59,80115;
1112;60.00;59,80133;
1113;60.00;59,80151;
1114;60.00;59,80169;
1115;60.00;59,80187;
1116;60.00;59,80205;
1117;60.00;59,80222;
1118;60.00;59,8024;
1119;60.00;59,80257;
1120;60.00;59,80275;
1121;60.00;59,80293;
1122;60.00;59,8031;
1123;60.00;59,80328;
1124;60.00;59,80345;
1125;60.00;59,80363;
1126;60.00;59,8038;
1127;60.00;59,80398;
1128;60.00;59,80415;
1129;60.00;59,80433;
1130;60.00;59,8045;
1131;60.00;59,80467;
1132;60.00;59,80484;
1133;60.00;59,80501;
1134;60.00;59,80518;
1135;60.00;59,80536;
1136;60.00;59,80553;
1137;60.00;59,8057;
1138;60.00;59,80587;
1139;60.00;59,80604;
1140;60.00;59,80621;
1141;60.00;59,80639;
1142;60.00;59,80655;
1143;60.00;59,80672;
1144;60.00;59,80689;
1145;60.00;59,80706;
1146;60.00;59,80722;
